route_id,num_stops,amazon_cost_min,dijkstra_cost_min,diff_min,savings_pct
RouteID_1632d41d-dfb0-428b-9501-8de2fa5ebd39,134,195.64,209.26,-13.62,-6.96
RouteID_1643b492-7007-427c-99c0-20f271cd6e7f,183,241.28,264.1,-22.82,-9.46
RouteID_164548bc-fda0-46ab-902a-9c8bd82061ba,98,130.73,139.29,-8.56,-6.55
RouteID_16546f71-6b36-48a4-93e4-c972f183bffb,162,231.49,248.06,-16.57,-7.16
RouteID_165d03b0-d4fa-40c8-9192-058064e7bcec,159,237.62,237.79,-0.17,-0.07
RouteID_168613ad-a0f2-45f8-92d4-3b49af746dfc,175,195.76,195.62,0.15,0.07
RouteID_168bfe56-6dee-4032-ba12-e0f50dadc3c4,147,198.55,219.68,-21.13,-10.64
RouteID_16929b31-9c1f-44cf-aba7-4c44c06a1c98,82,102.18,78.31,23.87,23.36
RouteID_169bd094-1974-422a-9e98-37a7a5f5b1da,124,171.01,171.49,-0.49,-0.28
RouteID_16ca0e17-092c-400b-aabb-8a5f261f913b,114,139.24,124.29,14.95,10.74
RouteID_16cdd6a4-ae80-4c66-96d5-b7153e5b0dd6,108,96.38,89.13,7.25,7.52
RouteID_16d09eb9-d328-47b6-ae81-9dc0f19737ba,148,186.67,177.31,9.37,5.02
RouteID_16d37884-8a1a-4f7d-acdf-a2598afde59e,168,201.82,219.57,-17.75,-8.79
RouteID_16dbef50-3fcf-402e-9568-8f660bc548e1,175,219.01,244.17,-25.17,-11.49
RouteID_16dc89b1-56eb-44f9-89d6-fcd5cf8776ca,174,238.13,262.77,-24.64,-10.35
RouteID_16de3bf9-7afc-4e9c-ba57-8c7ecf6e1ec1,172,212.7,207.94,4.76,2.24
RouteID_16dfbb94-ac9e-46bd-afe8-0b49cea540fd,201,215.89,209.61,6.28,2.91
RouteID_16e834da-af7a-4a7d-be9d-48ca7ec8dd20,160,187.04,193.4,-6.35,-3.4
RouteID_16f85b56-ccb8-4d20-ab98-f1f792efb985,149,180.37,197.26,-16.88,-9.36
RouteID_17004243-c9a9-4329-9c53-5a231ee82387,104,96.61,99.31,-2.7,-2.79
RouteID_170e50d6-1449-4453-8d18-8505d8de86b0,157,205.6,231.71,-26.11,-12.7
RouteID_170f3c8e-036c-4069-84f4-87ff6b169f6a,131,177.37,189.64,-12.27,-6.92
RouteID_17101589-dd43-4a1c-89ad-9e5918ff0649,109,116.82,114.6,2.22,1.9
RouteID_172946e2-411d-4253-b9e0-5c2feb65d941,153,184.49,194.33,-9.84,-5.33
RouteID_172d8147-eea6-4491-aaf5-4421716047db,197,224.92,240.29,-15.36,-6.83
RouteID_1731105e-af6f-4474-9ace-f379932eb8de,143,135.92,146.42,-10.5,-7.73
RouteID_1776d3ec-9753-48c7-9112-ef987b550413,165,188.23,197.38,-9.15,-4.86
RouteID_17778105-3f00-4941-8532-6b37c9eb462a,165,187.35,198.25,-10.9,-5.82
RouteID_177a98cf-c64d-4db2-a651-18ffe228b2bc,125,164.96,172.18,-7.22,-4.38
RouteID_17817d17-59c2-4e07-acf4-1e2dd7ae877c,114,161.66,165.43,-3.77,-2.33
RouteID_17890409-6249-4e49-96e2-d42ed10444aa,138,203.74,190.65,13.09,6.43
RouteID_178c40d6-2b6f-4782-b589-532a86d7a916,93,96.62,90.71,5.91,6.11
RouteID_178dc71f-33fd-44d5-a0d2-2927099bc95e,103,112.81,101.25,11.55,10.24
RouteID_179181f0-41a6-49cd-a263-c72efd0b0b3b,163,245.81,258.71,-12.89,-5.25
RouteID_1791c044-3576-4538-84db-d89545325d2a,201,220.53,243.95,-23.42,-10.62
RouteID_17b12dec-014b-4a61-8330-526280948c63,181,182.21,186.59,-4.38,-2.41
RouteID_17cd3b89-2e12-4948-809f-ae8198625c79,140,156.55,157.81,-1.26,-0.8
RouteID_17db4590-a007-4d2c-b4fe-59415bd05fe7,156,255.95,267.64,-11.69,-4.57
RouteID_17e55a35-4a28-418d-bc6d-fd16384b05c2,156,185.65,201.41,-15.76,-8.49
RouteID_1811c85b-eb2e-47dc-a634-27229ecd64fa,156,207.33,238.17,-30.84,-14.87
RouteID_18287249-5c89-480a-9a74-88feee5dba54,120,200.46,202.01,-1.55,-0.77
RouteID_1836de35-8b23-47ab-ab79-a684c4f06c2d,169,186.18,182.46,3.72,2.0
RouteID_183b6cb9-1323-4271-8a4e-7d9682f35e90,167,218.58,223.69,-5.11,-2.34
RouteID_183ef02c-8b0b-4f43-82f2-3edf8d2a4fad,180,248.43,255.59,-7.16,-2.88
RouteID_183f1b60-7bb1-4f6e-8315-c845ed8015fd,177,204.86,212.49,-7.63,-3.72
RouteID_18417e60-4e7e-4a88-baf7-b77adc028398,154,233.18,247.71,-14.53,-6.23
RouteID_184199be-9527-42dd-9505-c82ea9748f66,175,235.38,257.87,-22.48,-9.55
RouteID_184da9b1-0f34-4051-8018-19064a4059fc,172,185.06,184.5,0.56,0.3
RouteID_18548b3f-3176-47b5-8e85-4b94ae99c4fe,189,182.81,166.08,16.74,9.16
RouteID_18576aea-80d7-4d89-b7c6-1ccba447b855,199,231.38,240.52,-9.14,-3.95
RouteID_18591a6d-7ebb-4b15-a21a-c476cdcd4bc8,187,207.3,205.61,1.68,0.81
RouteID_186b93fa-f09c-45a5-9798-32fc7429319f,162,177.26,158.14,19.12,10.79
RouteID_18718710-5655-42bd-a749-6d5089202b55,154,175.37,180.06,-4.7,-2.68
RouteID_187caca1-1b53-4bbc-aab3-9bc8addf5470,179,154.56,151.53,3.03,1.96
RouteID_187db59e-f029-4466-b4ad-f8a820e73144,176,206.58,190.38,16.2,7.84
RouteID_18b10593-b310-4526-8754-1f639db0e738,171,220.36,210.11,10.25,4.65
RouteID_18b43472-5001-470c-b7b1-71816392c68f,160,160.82,174.04,-13.23,-8.22
RouteID_18b8f86a-3a1b-437d-91cd-565449f2b527,160,198.69,196.26,2.43,1.22
RouteID_18bc79d0-cf46-4acc-accb-dde9810fb9da,166,197.95,216.38,-18.42,-9.31
RouteID_18bde751-16b3-4394-a137-ad9c99039e43,161,209.32,199.03,10.28,4.91
RouteID_18cdb5c9-0e9e-4dec-a774-e6052381c803,146,184.51,185.64,-1.12,-0.61
RouteID_18d7a0ff-40bb-4191-8c6f-80132647c1a2,132,153.67,174.35,-20.68,-13.46
RouteID_18e6c0ec-208a-47a5-bd09-17ab80adc5c7,193,199.66,226.36,-26.7,-13.37
RouteID_18fc2ae5-5ba2-4764-89f9-d6091577a9b9,157,220.73,223.78,-3.05,-1.38
RouteID_1906e6c0-320f-4cd9-925e-bf13633d4967,184,229.06,239.1,-10.04,-4.38
RouteID_1908c62c-ec25-42a6-b35f-1d62ecece635,85,73.84,68.94,4.9,6.64
RouteID_1913e086-cf9d-468f-8c1e-2c9f749d359a,131,136.84,126.16,10.69,7.81
RouteID_1920a6ac-6a01-4350-8751-007fc5cb043e,121,154.83,156.02,-1.19,-0.77
RouteID_192b99c5-28e2-4f51-9dd7-e572d95b0e6b,159,177.56,197.34,-19.78,-11.14
RouteID_192ee707-ba17-49dc-aeb5-63950a3068df,177,233.48,229.3,4.19,1.79
RouteID_19426f26-c2b3-4bce-b12d-87e59abc629b,166,221.73,242.69,-20.96,-9.45
RouteID_195225a7-822c-4304-9493-b24700e33c9c,196,238.76,239.99,-1.23,-0.52
RouteID_195c1c1b-dd95-4792-a061-d001edeafdf4,175,243.36,269.2,-25.84,-10.62
RouteID_19698ca8-5565-4bad-a1a6-0c257f4da0f8,96,121.62,119.13,2.5,2.05
RouteID_1977bcd7-9028-43ad-881c-7f3a279f30ea,119,168.77,172.43,-3.65,-2.17
RouteID_1978b59e-63bf-4965-99e6-2885c88b2d00,154,183.18,184.74,-1.56,-0.85
RouteID_197f4fd2-40e2-412b-a6ee-8fc494539116,149,195.86,204.01,-8.15,-4.16
RouteID_19809838-8a26-4996-89ba-48f96d9483ae,86,84.43,82.33,2.09,2.48
RouteID_19820ca8-bc6c-4bed-9b91-92d62a2c2489,167,210.57,228.43,-17.86,-8.48
RouteID_1988c40b-64ec-45fc-95b5-31880886891f,154,198.48,231.83,-33.35,-16.8
RouteID_199e3588-2dbd-4e1a-915c-1cb2259cbc3e,165,165.38,179.22,-13.85,-8.37
RouteID_19a4e9c4-52ea-4b74-be25-ea206a349fb7,179,208.8,209.72,-0.92,-0.44
RouteID_19ca211b-955d-4fe9-a547-77b58cbb8f29,147,148.43,164.47,-16.04,-10.81
RouteID_19d4cd53-f164-4f06-b6ea-628cbd187254,65,79.06,74.09,4.97,6.29
RouteID_19d801b0-910b-46bb-ad04-7af6eb38d258,116,142.77,142.39,0.38,0.27
RouteID_19db8fb3-607f-49a0-82ae-99815d5f99bd,194,217.09,217.86,-0.78,-0.36
RouteID_19df4318-f091-49de-af4f-2d37a7a7be63,152,189.96,194.81,-4.85,-2.55
RouteID_19e1c1d3-5abc-4ed6-a6f0-62e5fa2b7655,111,138.68,129.07,9.62,6.94
RouteID_19f58c98-a014-44a0-89a0-000c0442610c,162,195.79,207.03,-11.24,-5.74
RouteID_19fda6ef-a2e5-4c95-8dfd-73fb9af8e0be,143,205.69,194.65,11.05,5.37
RouteID_1a004cf9-631a-46db-8be5-0906d0e99152,140,240.67,208.74,31.94,13.27
RouteID_1a02d09f-2690-4564-87fc-b6d36045e5ba,70,84.34,79.89,4.45,5.27
RouteID_1a1c58bc-db53-45b1-b742-7ac3396550e3,146,218.89,241.19,-22.3,-10.19
RouteID_1a279ac2-41aa-4a5e-85de-061f3475896c,189,253.31,228.75,24.56,9.7
RouteID_1a2bfa66-0a93-4e55-a261-0e341b6f05b6,181,214.72,236.03,-21.31,-9.92
RouteID_1a48f1f3-d2a2-4431-a078-18f832745700,173,188.25,201.67,-13.42,-7.13
RouteID_1a4903de-1a85-4bca-921a-f746c68fbf7a,150,266.98,245.83,21.14,7.92
RouteID_1a4e2edf-3fde-409f-8bf6-f01ff98d5afa,158,189.65,191.87,-2.22,-1.17
RouteID_1a6e1961-680a-4b15-8758-33328d2704b1,183,220.78,231.81,-11.03,-5.0
RouteID_1a6fb97c-0be1-475a-bbf6-766a0e1b7e63,183,163.01,156.19,6.82,4.19
RouteID_1a820acb-b9e5-41ee-958b-7da046bf5a9f,105,144.52,149.18,-4.66,-3.22
RouteID_1a8ac95b-7221-4fc1-b675-87d2f8ea22d2,173,148.62,141.27,7.35,4.94
RouteID_1a94ce0a-8057-4932-a90b-0999038e84a1,116,101.06,101.41,-0.35,-0.35
RouteID_1a9f234d-bdc8-43eb-b24e-089a7118af96,168,152.93,139.03,13.9,9.09
RouteID_1aa6f111-735e-4c56-9aad-65f08c4aed70,133,114.0,113.97,0.03,0.03
RouteID_1ab691cd-3e3b-4511-9c5e-6b85469b0d0e,178,200.26,207.7,-7.43,-3.71
RouteID_1ad14451-bf0f-4a44-9b28-a95e4bf4420e,174,177.69,181.31,-3.62,-2.04
RouteID_1adcd5b6-0ad8-4349-8acb-6fa7b4e04fbf,178,189.64,209.22,-19.57,-10.32
RouteID_1b1bc75f-7da5-41a4-bb8d-1b9986545455,126,127.11,125.1,2.0,1.58
RouteID_1b1c9d7f-5648-43fc-926d-c72a027a282b,147,206.74,221.23,-14.48,-7.0
RouteID_1b26a139-64ea-4781-945e-727762ab66e9,188,236.33,233.16,3.17,1.34
RouteID_1b2e2d9f-9681-4e2f-b2e0-8a419f779123,167,221.88,249.73,-27.85,-12.55
RouteID_1b30cea6-7dbc-4120-8c40-1c603e7149ac,101,110.45,125.57,-15.12,-13.69
RouteID_1b39513c-8631-4955-8fb7-126ab6cfa3bb,182,236.64,251.73,-15.09,-6.38
RouteID_1b3dc840-1ac3-440c-a759-1358d1197eb8,104,129.22,140.3,-11.08,-8.58
RouteID_1b43bdc9-459e-4319-981c-af3f19b4bcf5,60,58.53,53.2,5.32,9.1
RouteID_1b50ac13-dc08-4d83-a150-ba6f31d29531,126,168.93,165.59,3.34,1.98
RouteID_1b518807-a450-499d-8a69-263a2bbc778b,106,133.48,134.1,-0.63,-0.47
RouteID_1b51b13d-7396-4dee-ac38-2d4b0b0e3c63,134,188.08,192.27,-4.19,-2.23
RouteID_1b53d10f-79ec-4e35-bb9a-bd0707d01002,160,131.74,136.08,-4.34,-3.29
RouteID_1b6506c9-bdb0-4a5f-a563-7460431b723c,150,203.38,187.04,16.34,8.04
RouteID_1b74928a-a484-4726-a525-f970849cf164,150,176.43,173.48,2.94,1.67
RouteID_1b76b670-184e-4565-872c-5d9f29442fd5,122,107.61,102.65,4.97,4.62
RouteID_1b77ba33-65ce-4eea-b8dd-a5c6ed63ea59,126,137.93,157.64,-19.71,-14.29
RouteID_1b797698-3bf4-435b-b5b2-b5ee3befef5a,123,181.87,177.28,4.59,2.53
RouteID_1b831b48-5ba3-4f1b-b994-992a9305259a,143,136.03,140.84,-4.81,-3.53
RouteID_1b9177d7-bdef-4b64-97d4-b07badecf8a0,128,90.4,89.02,1.38,1.52
RouteID_1b9d3708-e98c-4f60-a474-4b24a3814fb8,75,73.57,74.22,-0.64,-0.87
RouteID_1bbea6ae-dbc1-405d-b922-0e9cb3681f25,203,248.34,260.77,-12.43,-5.01
RouteID_1bc5771b-4d0f-4b2d-99c7-0bad1a189e2a,146,198.82,191.31,7.51,3.78
RouteID_1bcf3f03-bb29-4cef-a5b5-d48ba2edbc4d,130,197.35,196.45,0.9,0.46
RouteID_1bd61f8c-b017-4b0d-ad40-f0dd96ca7824,152,204.95,211.07,-6.12,-2.99
RouteID_1bddb94a-e8eb-4f48-ab36-907649bf707b,153,165.76,162.98,2.77,1.67
RouteID_1be05be5-4fd0-4338-8959-f55f90168d35,82,136.75,158.83,-22.08,-16.15
RouteID_1bfbbc25-b21c-46ea-9d2e-0b50b414e15f,169,212.09,224.25,-12.17,-5.74
RouteID_1c045cf9-85a3-4800-9955-dd09a955d4a6,151,187.76,185.95,1.81,0.97
RouteID_1c06cf4d-9283-4bc3-9d85-1c647e4ad0b1,160,181.04,199.1,-18.07,-9.98
RouteID_1c1779ec-f46f-4ece-a647-da835f52ec85,185,193.8,201.41,-7.61,-3.93
RouteID_1c4f16b6-cf1f-4a87-a82d-8705980cad11,125,176.32,184.28,-7.96,-4.51
RouteID_1c573c3b-a152-4d97-be0f-524cc851337d,177,179.95,175.82,4.13,2.29
RouteID_1c730123-1d5a-4720-987a-13a6e6c8d8a6,185,194.83,214.49,-19.67,-10.09
RouteID_1c7775d9-bddf-498a-9a34-ce0ed33936ac,158,171.07,190.37,-19.31,-11.29
RouteID_1c9a58b8-a25b-4b4c-9d90-cfbd5e64f7b6,116,250.71,282.65,-31.94,-12.74
RouteID_1ca0098f-00f2-422d-ac71-ec425382e47c,137,167.58,166.25,1.33,0.79
RouteID_1cbd09cc-61a3-4299-8220-a911afacbc74,182,221.39,248.74,-27.35,-12.35
RouteID_1ccdcb04-9058-44b0-9bca-00b8f237d096,155,249.08,252.82,-3.73,-1.5
RouteID_1cd900c1-dda3-4fbd-87d6-8d4293eb7ba7,148,187.96,198.73,-10.77,-5.73
RouteID_1cdff6d0-ddfa-4b3e-a57a-983da651c5c3,120,168.22,178.8,-10.58,-6.29
RouteID_1cef8c8c-cc49-4d87-8b62-a777b4189d1c,166,180.98,180.91,0.07,0.04
RouteID_1cf58ace-5e38-4a8e-a10e-9548030d3445,183,218.64,220.05,-1.4,-0.64
RouteID_1cfa272e-cb3d-4ea4-9cac-dc6dc356d7f0,197,163.8,168.38,-4.58,-2.79
RouteID_1d25e26b-3dc3-49e7-9997-2e528cd0b234,107,114.7,120.53,-5.82,-5.07
RouteID_1d2a0c4e-f475-41e4-a159-474e3ef3fc18,169,217.66,233.77,-16.11,-7.4
RouteID_1d2aa8bd-29b6-459b-a0ee-8fc93c9e27f9,100,131.77,137.17,-5.4,-4.1
RouteID_1d2c080b-ab50-4789-91ab-a094091b9124,153,162.21,161.31,0.9,0.55
RouteID_1d32a11d-cbb8-4273-a18a-5b0b37c5d259,131,161.34,164.66,-3.32,-2.06
RouteID_1d46b6e7-a26b-4a92-b6f5-30f768ecba63,154,256.32,253.03,3.29,1.28
RouteID_1d50d79d-5b85-4811-be2b-0656ad68e1ef,140,200.35,212.35,-11.99,-5.99
RouteID_1d600c35-25f3-47da-af06-d979d32bdab5,143,141.83,133.08,8.76,6.17
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,151,156.3,163.73,-7.43,-4.75
RouteID_1d916cbe-36b2-49af-8025-e086007be433,155,161.55,174.25,-12.7,-7.86
RouteID_1d917b81-56cf-40b4-acc5-32c12b3c5954,170,225.48,235.77,-10.29,-4.56
RouteID_1d9debe1-294a-4bda-80a6-d2aef1c7911a,167,205.67,224.25,-18.58,-9.03
RouteID_1dc8b0f4-66fa-4251-b56c-17a225588c0b,58,52.61,51.57,1.04,1.98
RouteID_1dd875ff-da1c-4707-b6dc-892447100d76,177,231.72,248.48,-16.76,-7.23
RouteID_1dda72a4-d8ed-4d6f-9218-bd1b62822a2e,190,224.37,233.97,-9.6,-4.28
RouteID_1de260a1-709e-4983-973d-6ad3b8be1807,161,149.9,149.23,0.67,0.45
RouteID_1de3bb54-6762-4c39-803d-2416f9facd9a,135,185.23,179.97,5.26,2.84
RouteID_1de9b155-f021-47b8-912d-fb5d6fc28c05,147,192.09,175.04,17.05,8.88
RouteID_1df23b11-f266-439c-bd6d-58fb47700d19,148,180.92,173.6,7.32,4.05
RouteID_1e0a7f96-96fc-4877-9544-16a224eddcb7,142,246.12,243.27,2.85,1.16
RouteID_1e10e389-0caf-47d4-a448-d332c78c6dfa,125,130.09,137.29,-7.2,-5.53
RouteID_1e29d69b-f9d4-4385-a84a-272337bcacae,177,217.47,211.3,6.17,2.84
RouteID_1e2d4976-9091-4f47-be98-beb73f038079,146,172.95,171.52,1.42,0.82
RouteID_1e2fe8f9-a129-44c1-96a1-0582a859fe9e,86,70.16,65.03,5.13,7.31
RouteID_1e32c066-28f4-4e7d-a2b8-7d3bf5dbca80,166,262.31,296.18,-33.87,-12.91
RouteID_1e3c7d27-aad4-4440-b1f5-529a2a0b09a6,127,139.55,144.12,-4.57,-3.27
RouteID_1e46b24c-0893-46f4-9caa-9f6ab4ce433b,125,141.9,145.63,-3.73,-2.63
RouteID_1e4f9774-6d7e-4117-acb7-a67d5ce38351,143,179.5,204.56,-25.06,-13.96
RouteID_1e59fe32-ef5b-4126-8487-6f519c3ef5fc,135,120.31,124.51,-4.21,-3.5
RouteID_1e5e41a6-607e-4cd2-8fa5-e9ff71291486,162,256.4,267.11,-10.71,-4.18
RouteID_1e67087d-5472-4f38-9f5b-9851c77e886f,164,163.66,174.07,-10.41,-6.36
RouteID_1e6ec409-8ea3-4b4c-a25b-7a6b43f02d31,168,211.08,243.13,-32.04,-15.18
RouteID_1e927229-921e-400a-9945-563ce684e5f2,156,209.29,209.2,0.08,0.04
RouteID_1e94a22b-adcc-419a-92cf-633b1ccb6cc2,102,171.35,183.3,-11.96,-6.98
RouteID_1e973c83-dd32-4626-80e9-df51e737369f,109,132.56,129.56,3.0,2.26
RouteID_1e991fd4-ab43-4c56-89e5-98cdc6546b22,177,184.67,194.04,-9.37,-5.08
RouteID_1eb0403a-36b0-403e-ab48-58971290b3cc,179,241.62,246.17,-4.55,-1.89
RouteID_1ebfb135-24f3-4f47-a7e2-3677af697b48,184,211.24,208.72,2.52,1.19
RouteID_1ec9500d-bfa3-42a2-b384-72fe09c0606e,164,206.52,221.69,-15.17,-7.35
RouteID_1ecf0717-d72a-40b6-ac12-109f19d64e6d,192,266.8,288.87,-22.07,-8.27
RouteID_1ed04d3b-212a-44ed-8650-70342e92cbdb,138,193.61,204.5,-10.89,-5.63
RouteID_1ed090bd-c952-4c53-a1e7-2ec137403e30,149,198.11,222.42,-24.31,-12.27
RouteID_1ed3ac03-71d8-4ce2-88cd-34d74caaf408,181,207.05,228.87,-21.82,-10.54
RouteID_1ed77193-681d-49c9-b80b-0e4e7d869f7c,83,106.11,98.82,7.29,6.87
RouteID_1edb725a-b5a6-43e9-b869-4889b6590b86,194,205.33,206.94,-1.61,-0.78
RouteID_1eed4233-a441-4b03-bf72-01704addecf4,160,220.79,232.8,-12.01,-5.44
RouteID_1f001637-c8f0-455c-9af7-b762d9bf7c4b,172,217.74,234.45,-16.71,-7.68
RouteID_1f0fe1f6-4a53-4d9b-a82f-27a285319ad6,149,192.37,183.29,9.08,4.72
RouteID_1f2fbcc9-a5fc-48c7-8b05-499b99270fbe,171,202.68,232.68,-30.01,-14.8
RouteID_1f3637cf-a90a-4d2a-88be-0754b9ab6c8a,106,159.23,153.62,5.61,3.52
RouteID_1f387e67-ca90-45e7-a476-b123cd371570,147,192.61,198.56,-5.95,-3.09
RouteID_1f421293-d24b-437e-886d-f976e2b269ff,160,172.79,168.97,3.82,2.21
RouteID_1f592c48-8646-4194-b6a3-d5fd027e11b5,156,185.16,197.17,-12.01,-6.48
RouteID_1f5a2cf1-c0c2-4b49-aefd-36180307a928,187,259.35,262.9,-3.54,-1.37
RouteID_1f6c4c20-fcf5-42cc-84b3-18b63ccfc15a,201,248.35,257.37,-9.02,-3.63
RouteID_1f70b9e7-0b4d-43b0-9cc5-b006f0deb68a,188,241.19,239.27,1.92,0.8
RouteID_1f7ab2c9-901b-4965-805d-8a657a5cc202,118,155.5,161.92,-6.42,-4.13
RouteID_1f7efc30-c2a1-4f42-89d6-c65228170bd4,163,147.91,160.66,-12.74,-8.62
RouteID_1f87e385-ec61-4c65-a9b2-8aab131a6068,165,206.26,222.65,-16.39,-7.95
RouteID_1f9c0f09-90f0-432f-9d9d-4c8a682d9253,94,123.26,109.45,13.8,11.2
RouteID_1fbe679c-4bdb-4fc7-85a7-feb9c1b225d9,145,205.87,210.14,-4.27,-2.07
RouteID_1fdb54c4-b0aa-4392-b70d-b74ec73cc188,186,234.93,249.98,-15.04,-6.4
RouteID_1fe9118b-8457-4638-baca-3e8852b3b88b,110,144.55,147.19,-2.64,-1.82
RouteID_20135dab-fa42-4ec3-a0e8-5332a30be610,172,211.61,206.89,4.71,2.23
RouteID_201a299b-092d-4e00-9270-c5da718ff50d,142,196.9,208.49,-11.59,-5.89
RouteID_201ce14f-4c8c-483a-822b-3eee01cd5293,109,122.78,134.84,-12.06,-9.82
RouteID_202840e0-5faa-4f86-a4d9-0b947872ff05,184,170.93,177.99,-7.07,-4.13
RouteID_202911f2-98e1-45e2-ada8-1e670b3f5729,143,201.79,203.09,-1.29,-0.64
RouteID_2045eef9-56f8-4aa9-94c1-a508624af0d7,172,209.78,217.7,-7.92,-3.77
RouteID_2056a5f3-6701-4105-9ca3-0ab051db6f7d,135,168.42,158.42,10.0,5.94
RouteID_205a07b4-2a36-4af5-95a3-7e115f8df8f1,140,160.05,148.35,11.7,7.31
RouteID_20630d1a-2ecb-4b41-8c96-1e29e4d7b7d9,172,149.16,157.08,-7.92,-5.31
RouteID_206a30bd-2467-47df-a1e1-bf22565781a7,139,143.91,157.77,-13.86,-9.63
RouteID_207f7cd8-125d-48fa-a7f4-a7ef369b3631,164,137.88,132.82,5.06,3.67
RouteID_208540e3-8cfe-4332-a23e-6100b3969851,128,168.46,170.21,-1.74,-1.03
RouteID_20895b86-624b-4865-8f2c-70257d399cca,138,192.19,181.78,10.41,5.42
RouteID_20919dc7-de48-4086-a637-bd51354a99b4,122,131.16,124.8,6.36,4.85
RouteID_2096c85e-9c21-4ae7-a9a1-16ebba0ce7e2,173,237.82,159.66,78.17,32.87
RouteID_20a66e8d-4f4b-461f-88d0-c02c7e9a49de,134,118.81,113.53,5.28,4.44
RouteID_20a8a68b-62ad-4e65-802d-c3c293bd03d3,155,199.67,198.72,0.95,0.47
RouteID_20b0d07d-4aa8-458f-b1b4-f2c90604b7df,111,127.27,143.43,-16.16,-12.7
RouteID_20bd13a2-34ca-470d-9103-5cd4cbc09d70,157,174.78,194.84,-20.06,-11.48
RouteID_20c5ae7f-6d83-402c-9832-b3483ff5e2e4,178,234.95,209.96,24.99,10.64
RouteID_20d4fd40-d06c-42d7-a9f8-8dcf3347abb7,153,215.38,241.51,-26.14,-12.14
RouteID_20e05455-9fd9-46a2-a16d-74fbd4a9e32e,165,187.91,206.77,-18.86,-10.04
RouteID_20e08fff-80cf-4da8-8453-829af405e0fb,123,148.12,151.02,-2.9,-1.96
RouteID_20f35763-5c79-4bc8-aa2b-dfcc3a119b95,144,169.41,200.54,-31.14,-18.38
RouteID_2100cf2c-7bfc-401f-99aa-8a0ce098fa38,88,92.24,85.68,6.57,7.12
RouteID_2112d837-cf95-464d-bea4-7656648007b5,108,97.85,93.79,4.06,4.14
RouteID_211c3ad8-e644-4b1c-a0ae-023884b5a3e7,188,288.35,297.37,-9.02,-3.13
RouteID_2126194e-6cb7-4082-8e62-64246a31467b,154,248.21,247.97,0.23,0.09
RouteID_21270ccf-e916-4bda-8c22-89c5302935cd,160,230.41,254.7,-24.29,-10.54
RouteID_21308567-3e57-449f-b3a2-2dcf70c6e02b,178,205.44,192.51,12.92,6.29
RouteID_213b7b40-4955-4e26-9c08-b8e14153db46,139,168.31,169.78,-1.47,-0.87
RouteID_21423d1f-54d6-4d1d-8078-0cc2a6f5b3b6,128,187.68,179.56,8.12,4.33
RouteID_21662e0b-fe90-4d80-aee5-835c4ef6c3ac,131,197.05,199.13,-2.08,-1.06
RouteID_21796b50-b19a-4d08-933b-96fd3faab328,149,199.57,187.75,11.82,5.92
RouteID_218aac84-ff19-48cf-8713-f2fc51c2a7da,110,110.33,105.74,4.59,4.16
RouteID_219766f7-4cbc-4a00-8b91-e4e571ddafd6,173,170.79,186.98,-16.19,-9.48
RouteID_21a0b6cb-4d86-4a14-9fe0-cc16cbb12aae,108,127.56,127.63,-0.07,-0.05
RouteID_21a6e229-c311-48bb-bf9e-705955da53af,139,249.62,254.89,-5.26,-2.11
RouteID_21b2e20d-838f-436a-b34e-f50c0dd4230f,192,244.53,248.32,-3.79,-1.55
RouteID_21b5259d-26d9-40b6-b660-8a8c5f1d0b10,187,211.5,222.58,-11.09,-5.24
RouteID_21bbc501-c1c3-4684-b1a9-5e262b2aa533,155,188.43,175.99,12.44,6.6
RouteID_21c6b91e-4f21-4418-bacf-31d4c2123a61,200,225.02,242.42,-17.4,-7.73
RouteID_21c7c569-c6fc-4630-bfcc-ba285bb4bed4,144,176.89,189.47,-12.58,-7.11
RouteID_21df2f3f-c077-42f1-8f2b-1917e91bf7ae,169,196.5,195.57,0.93,0.47
RouteID_21e13e3e-ea4a-4556-8b7f-3ddd7c20b1a9,155,151.4,141.65,9.75,6.44
RouteID_21e21674-08e5-49de-8b6d-1935bd1a0bfd,141,94.21,99.11,-4.9,-5.2
RouteID_21fc036b-f84b-4819-b4c5-d9c375736b8d,181,248.26,242.65,5.61,2.26
RouteID_21fd4b83-47a1-4f46-856d-99c3620aead4,193,223.99,238.51,-14.52,-6.48
RouteID_2208bc69-eeda-4c45-8aa0-d411f161ec82,110,162.97,155.91,7.06,4.33
RouteID_221006e8-0192-41a8-bbc2-8cd5e93cb414,146,179.76,191.55,-11.79,-6.56
RouteID_22108821-b296-4945-8abd-80a4f6f8416b,142,201.28,177.25,24.03,11.94
RouteID_221415f7-0b8c-418a-8df4-72b5d55f805f,163,196.55,191.09,5.46,2.78
RouteID_2229bf31-ca99-42de-92ad-f68ca87aa938,182,214.28,208.96,5.33,2.49
RouteID_222aa34d-c09a-4066-b7d1-0b6248a628d8,179,217.47,234.25,-16.78,-7.71
RouteID_22444069-c6d3-465c-92ab-9bc14bc88128,119,179.54,187.42,-7.88,-4.39
RouteID_224443a4-e6e6-45b5-b387-c9c8e8d282ab,182,207.6,209.63,-2.03,-0.98
RouteID_224cff48-e27f-4ed2-93be-9bd1ee4e23ae,197,186.4,202.68,-16.29,-8.74
